CvLaboral_Id|CvCtPais_Id|CvCtSueldo_id|CvCtExperiecia_Id|CvCtContrato_Id|CvCtSector_Id|CvDatosPersonales_Id|CvLaborales_EntidadFederativa|CvLaboral_Empresa|CvLaboral_Puesto|CvLaboral_Del|CvLaboral_Al
4921|1|4|2|6|1|12014|VERACRUZ|SECRETARIA DE SALUD DEL ESTADO DE VERACRUZ|JEFE DE CONTRATACION DE SERVICIOS GENERALES Y RECURSOS MATERIALES|2005-05-15|2006-08-30
4922|1|5|16|1|1|7693|CIUDAD DE MÉXICO|DIF|ADMINISTRADOR Y COORDINADOR DE CENTROS DE DESARROLLO COMUNITARIO|1981-04-01|1994-02-16
4924|1|3|2|6|1|7200|CIUDAD DE MÉXICO|Secretaría de Salud|Apoyo Administrativo en Salud A-7|2007-04-01|2015-05-31
4926|1|5|2|2|1|12014|CIUDAD DE MÉXICO|DELEGACION LA MAGDALENA CONTRERAS|JEFE DE LA UNIDAD DEPARTAMENTAL DE CONCURSOS Y CONTRATOS|2006-10-01|2007-01-15
4928|1|5|2|2|1|12014|CIUDAD DE MÉXICO|DELEGACION ALVARO OBREGON|JEFE DE LA UNIDAD DEPARTAMENTAL DE CONCURSOS Y CONTRATOS|2007-06-01|2008-12-31
4929|1|6|2|6|1|12014|CIUDAD DE MÉXICO|SECRETARIA DE SALUD|SUBDIRECTOR DE LICITACIONES|2009-06-01|2009-07-30
4932|1|5|2|2|1|7693|CIUDAD DE MÉXICO|SECRETARIA DE SALUD|JEFE DE DEPARTAMENTO|1994-07-01|2000-01-16
4933|1|3|52|2|2|13479|CIUDAD DE MÉXICO|CONSTRUCTORA NACIONAL DE CARROS DE FERROCARRIO, S.A DE C.V|ASISTENTE DEL CONTRALOR INTERNO|1983-09-01|1991-07-31
4934|1|2|2|1|1|7693|CIUDAD DE MÉXICO|INSTITUTO NACIONAL DE PEDIATRÍA|JEFE DE DEPARTAMENTO|2000-02-01|2001-07-16
4935|1|3|2|2|1|13479|CIUDAD DE MÉXICO|SECRETARIA DE HACIENDA Y CREDITO PUBLICO|ASISTENTE DEL COORDINADOR DE PRESUPUESTO DEL RAMO|1980-09-16|1983-08-31
4936|1|5|44|2|1|7478|CIUDAD DE MÉXICO|SECRETARIA DE SALUD|JEFE DE DEPARTAMNETO DE RECURSOS HUMANOS|2016-01-16|2016-07-27
4938|1|3|2|2|1|13479|CIUDAD DE MÉXICO|SECRETARIA DE RELACIONES EXTERIORES|ASISTENTE DEL DIRECTOR GENERAL PARA ASIA, AFRICA Y MEDIO ORIENTE|1992-11-01|1995-01-31
4939|1|6|2|2|1|13479|CIUDAD DE MÉXICO|SECRETARIA DE SALUD|JEFE DE DEPARTAMENTO|1995-01-15|2013-01-31
4941|1|5|2|2|1|7693|CIUDAD DE MÉXICO|ADMINISTRACIÓN DEL PATRIMONIO DE LA BENEFICENCIA PUBLICA|SOPORTE ADMINISTRATIVO|2001-11-01|2011-05-31
4944|1|3|11|2|1|7435|CIUDAD DE MÉXICO|SECRETARIA DE PROGRAMACION Y PRESUPUESTO |ANALISTA PEOGRAMADOR|1979-07-01|1979-10-01
4945|1|5|2|2|1|7541|CIUDAD DE MÉXICO|SECRETARÍA DE SALUD|MEDICO ESPECIALISTA|2000-07-16|2001-12-15
4946|1|3|3|2|2|7435|CIUDAD DE MÉXICO|NACIONAL DE COMBUSTIBLES DE AVIACION, S.A. |AUXILIAR DE PLANEACION|1977-07-01|1978-12-01
4948|1|6|2|2|1|7541|CIUDAD DE MÉXICO|SECRETARÍA DE SALUD|SUPERVISOR MÉDICO EN ÁREA NORMATIVA|2001-12-16|2006-12-31
4949|1|3|11|2|2|7435|CIUDAD DE MÉXICO|TECNO SISTEMAS COMPUTACIONALES, S.A. |ASESOR EXTERNO|1979-11-01|1981-06-01
4951|1|7|2|2|1|11542|CIUDAD DE MÉXICO|CENTRO NACIONAL DE EXCELENCIA TECNOLÓGICA EN SALUD|SUBDIRECCION|2011-08-16|2016-07-27
4953|1|3|11|2|2|7435|CIUDAD DE MÉXICO|PROGRALOGICA |CONSULTOR|1981-07-01|1982-07-01
4955|1|7|2|6|1|13447|CIUDAD DE MÉXICO|Secretaría de Salud|Subdirector de Coordinación de Integración de Información|2014-04-01|2016-07-27
4956|1|3|11|2|2|7435|CIUDAD DE MÉXICO|PROGRALOGICA DE MEXICO, S. A. |CONSULTOR|1982-08-01|1983-04-01
4958|1|7|2|2|1|11589|CIUDAD DE MÉXICO|SECRETARIA DE SALUD|SUBDIRECTOR DE AREA |2013-01-01|2016-07-27
4959|1|6|2|2|1|13447|CIUDAD DE MÉXICO|Comisión Federal para la Protección contra Riesgos Sanitarios|Gerente Ejecutivo de Formación Integral de los Servidores Públicos|2003-05-01|2014-03-31
4960|1|3|11|2|2|7435|CIUDAD DE MÉXICO|PROGRALOGICA DE MEXICO|CONSULTOR DE DESARROLLO SISTEMAS|1984-02-01|1986-01-01
4961|1|3|2|3|1|11993|CIUDAD DE MÉXICO|DIF D.F.|TECNICO ADMINISTRATIVO|2000-02-16|2000-09-30
4962|1|4|11|2|2|7435|CIUDAD DE MÉXICO|MICROMUNDO COMPUTACIONAL S. A. DE C. V. |DIRECTOR GENERAL |1987-02-01|1991-11-01
4964|1|4|26|2|2|13447|CIUDAD DE MÉXICO|Soluciones Integrales de Diseño e Impresión|Jefe de Producción|2000-07-01|2003-03-31
4965|1|3|2|3|1|11589|MORELOS|INSTITUTO NACIONAL DE SALUD PUBLICA |JEFE DE RECUROS MATERIALES |2006-01-02|2012-12-31
4966|1|4|11|2|2|7435|CIUDAD DE MÉXICO|SIGLO AMBIENTAL COYOCAN, S. A. DE C.V. |CONSULTOR EXTERNO |1991-12-01|1998-07-01
4967|1|5|16|2|1|7311|CIUDAD DE MÉXICO|INSTITUTO NACIONAL DE CIENCIAS MÉDICAS Y NUTRICIÓN "SALVADOR ZUBIRAN"|COORDINADOR DE SERVICIOS|2011-06-03|2014-10-14
4968|1|3|16|2|1|7609|CIUDAD DE MÉXICO|INSTITUTO NACIONAL DE PERINATOLOGÍA|INGENIERO BIOMÉDICO |2002-03-16|2008-01-15
4969|1|5|2|2|1|11993|CIUDAD DE MÉXICO|DELEGACION TLAHUAC|LIDER COORDINADOR DE PROYECTOS|2004-06-01|2009-10-15
4970|1|3|26|2|1|13447|CIUDAD DE MÉXICO|Corporación Mexicana de Impresión|Diseñador Gráfico|1999-10-01|2000-03-31
4971|1|7|16|2|1|7609|CIUDAD DE MÉXICO|INSTITUTO NACIONAL DE PERINATOLOGÍA|JEFA DEL DEPARTAMENTO DE INGENIERÍA BIOMÉDICA      |2008-01-16|2012-07-12
4972|1|7|2|2|1|12014|CIUDAD DE MÉXICO|SECRETARIA DE SALUD|SUBDIRECTOR DE LICITACIONES|2010-05-01|2016-07-27
4973|1|3|2|1|1|13447|CIUDAD DE MÉXICO|Fondo de Fomento y Garantía para el Consumo de los Trabajadores|Diseñador Gráfico|1986-04-01|2000-12-31
4974|1|4|11|2|1|7435|CIUDAD DE MÉXICO|DIRECCION GENERAL DE PROGRAMACION, ORGANIZACION Y PRESUPUESTO |ASESOR |1998-07-01|1999-07-01
4975|1|2|16|3|2|7373|CIUDAD DE MÉXICO|Policlínica del Sur|ENFERMERA|1990-01-01|1995-11-25
4976|1|7|16|2|1|7609|CIUDAD DE MÉXICO|INSTITUTO NACIONAL DE PERINATOLOGÍA|JEFA DEL DEPARTAMENTO DE CALIDAD Y PROYECTOS ESPECIALES |2012-07-13|2014-06-30
4977|1|4|2|2|1|7435|CIUDAD DE MÉXICO|HOSPITAL PSIQUIATRICO "SAMUEL RAMIREZ MORENO"|SUBDIRECTOR ADMINISTRATIVO|1999-07-01|2000-07-01
4978|1|4|2|2|1|11993|CIUDAD DE MÉXICO|SECRETARIA DE SALUD|ENLACE DE ALTO NIVEL DE RESPONSABILIDAD|2012-03-16|2012-12-31
4979|1|2|16|3|2|7373|CIUDAD DE MÉXICO|Cultura e Igualdad Pro-Derechos Humanos AC|MEDICO GENERAL|2005-01-02|2007-08-01
4980|1|3|16|2|1|12058|CIUDAD DE MÉXICO|DIRECCION GENERAL DE EPIDEMIOLOGIA, SECRETARIA DE SALUD|SUBDIRECTOR DE ENFERMEDADES CRONICAS|1990-11-01|1991-10-01
4981|1|3|1|3|2|7373|CIUDAD DE MÉXICO|Stryker|Médico cirujano, ayudantías quirúrgicas y ortopédicas. |2009-02-03|2010-12-01
4982|1|2|16|3|2|7373|CIUDAD DE MÉXICO|Secretaria de Salud del DF |Encargada de Servicios Médicos y                            Nutricional  |2007-02-02|2013-02-15
4983|1|6|2|2|1|11993|CIUDAD DE MÉXICO|SECRETARIA DE SALUD|SUBDIRECTOR DE AREA|2013-01-01|2016-07-27
4984|1|2|16|3|1|12058|CIUDAD DE MÉXICO|DIRECCION GENERAL DE EPIDEMIOLOGIA, SECRETARIA DE SALUD|JEFE DE DEPARTAMENTO DE METODOS Y PROCEDIMIENTOS|1990-11-01|1991-08-30
4986|1|4|41|2|2|7776|CIUDAD DE MÉXICO|DESPACHO DE SEGUROS Y FIANZAS PFIANZAS|ENLACE COMERCIAL|2010-01-04|2012-04-01
4987|1|3|12|2|2|7830|CIUDAD DE MÉXICO|SUPERVISORA SPASO S.A. DE C.V.|RESIDENTE DE SUPERVISION|2005-04-10|2005-11-20
4988|1|4|12|2|2|7830|CIUDAD DE MÉXICO|CONSTRUCTORA COBASA  |RESIDENTE DE OBRA|2005-11-30|2006-07-30
4989|1|4|16|2|2|7776|CIUDAD DE MÉXICO|COMERCIALIZADORA MAVERO, S.A. DE C.V.|ENCARGADA DEL DEPARTAMENTO DE LICITACIONES|2012-04-02|2013-06-28
4990|1|4|2|2|1|5561|CIUDAD DE MÉXICO|FIDEICOMISO FONDO NACIONAL DE HABITACIONES POPULARES|ABOGADO DE APOYO|2002-08-01|2007-06-15
4992|1|4|11|2|1|7435|CIUDAD DE MÉXICO|CENTRO NACIONAL DE REHABILITACION |COORDINACION DE ASESORES |2000-08-01|2001-02-01
4993|1|6|2|2|1|12005|CIUDAD DE MÉXICO|HOSPITAL GENERAL "DR. MANUEL GEA GONZÁLEZ"|JEFE DE DEPARTAMENTO|1991-03-01|1998-08-31
4997|1|6|2|2|1|12005|CIUDAD DE MÉXICO|HOSPITAL GENERAL "DR. MANUEL GEA GONZÁLEZ"|SUBDIRECTOR DE ÁREA|1998-09-01|2000-03-31
4998|1|7|2|2|1|5816|CIUDAD DE MÉXICO|CENETEC|DIRECTOR|2014-02-16|2016-07-27
4999|1|5|2|2|1|11542|CIUDAD DE MÉXICO|CENTRO NACIONAL DE EXCELENCIA TECNOLÓGICA EN SALUD|JEFATURA|2006-01-01|2011-08-15
5000|1|2|29|2|1|7776|CIUDAD DE MÉXICO|CONSEJO DE LA JUDICATURA DEL DISTRITO FEDERAL|SERVICIO SOCIAL|2006-10-02|2007-05-25
5001|1|5|14|2|1|7306|CIUDAD DE MÉXICO|COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA|JEFE DE DEPARTAMENTO|1998-09-01|2008-08-15
5002|1|6|2|2|1|12005|CIUDAD DE MÉXICO|CONSEJO DE PROMOCIÓN TURISTICA DE MÉXICO S.A. DE C.V.|SUBGERENTE DE CONTABILIDAD FINANCIERA|2000-05-01|2001-05-15
5003|1|5|2|2|1|11542|CIUDAD DE MÉXICO|SECRETARÍA DE SALUD DEL DISTRITO FEDERAL|JEFATURA|2002-02-01|2004-02-01
5004|1|3|2|6|1|7826|CIUDAD DE MÉXICO|Secretaría de Salud|Enlace de alto Nivel de Responsabilidad|2013-01-01|2014-10-15
5005|1|4|12|6|2|7830|CIUDAD DE MÉXICO|GRUPO URBANISTA  PAVIMENTADOR  S.A. DE C.V.|RESIDENTE DE OBRA|2008-01-30|2009-05-30
5006|1|6|2|2|1|7306|CIUDAD DE MÉXICO|POLICÍA FEDERAL|JEFE DE DEPARTAMENTO|2008-08-16|2011-03-31
5007|1|3|2|6|1|7830|CIUDAD DE MÉXICO|GOBIERNO DEL DISTRITO FEDERAL, DELEGACIÓN TLAHÚAC|SUPERVISOR INTERNO|2006-07-01|2006-12-30
5008|1|5|2|2|1|7435|CIUDAD DE MÉXICO|CENTRO NACIONAL DE LA TRANSFUSION SANGUINEA |JEFE DEL DEPARTAMENTO DE RECURSOS HUMANOS, MATERIALES Y FINANCIEROS|2001-02-01|2016-07-27
5009|1|7|2|2|1|12005|CIUDAD DE MÉXICO|SECRETARÍA DE LA FUNCIÓN PÚBLICA|DIRECTOR DE EVOLUCIÓN PATRIMONIAL|2001-05-16|2002-09-30
5010|1|3|12|2|2|7830|CIUDAD DE MÉXICO|D.G ARQUITECTURA E INGENIERÍA S.A. DE C.V.|RESIDENTE DE OBRA|2007-01-20|2008-05-30
5012|1|7|2|6|1|12005|CIUDAD DE MÉXICO|SECRETARÍA DE SALUD|DIRECTOR DE ÁREA|2003-09-01|2007-09-30
5013|1|5|25|2|2|7306|CIUDAD DE MÉXICO|INTER KLIN, S.A. DE C.V.|JEFE DE DEPARTAMENTO|2012-11-08|2014-08-15
5014|1|7|29|2|1|5906|CIUDAD DE MÉXICO|SECRETARÍA DE GOBERNACIÓN|DIRECTOR DE ÁREA|2001-03-15|2004-06-01
5015|1|8|29|2|1|5906|CIUDAD DE MÉXICO|SECRETARÍA DE GOBERNACIÓN|COORDINACIÓN DE ASESORES OFICIALÍA MAYOR|2004-06-01|2006-02-15
5016|1|12|29|2|1|5906|CIUDAD DE MÉXICO|SECRETARÍA DE GOBERNACIÓN|DIRECTOR GENERAL ADJUNTO|2006-02-15|2012-12-31
5017|1|3|24|1|2|12027|CIUDAD DE MÉXICO|AstraZeneca|Becaria de Información Médica y Farmacoeconomía del Sector Salud|2011-09-01|2013-06-01
5018|1|5|24|1|2|12027|CIUDAD DE MÉXICO|AstraZeneca|Asistente de Farmacoeconomía del Sector Salud|2013-06-01|2013-08-01
5019|1|5|24|1|2|12027|CIUDAD DE MÉXICO|Roche|Analista de Farmacoeconomía del Sector Salud|2013-08-01|2014-10-01
5020|1|7|29|2|1|11901|CIUDAD DE MÉXICO|OIC EN LA SECRETARIA DE SALUD|SUBDIRECTOR DE AUDITORIA "C"|2015-09-16|2016-07-27
5022|1|5|24|1|2|12027|CIUDAD DE MÉXICO|GlaxoSmithKline|Representante Médico del Sector Salud|2014-10-01|2015-05-30
5023|1|8|2|2|1|5681|CIUDAD DE MÉXICO|SECRETARÍA DE SALUD|DIRECTOR DE COORDINACIÓN DE PROYECTOS ESTRATÉGICOS|2008-04-16|2016-07-29
5024|1|6|2|3|1|12027|CIUDAD DE MÉXICO|Consejo de Salubridad General|Asesor de Economía de la Salud|2015-09-01|2016-03-01
5025|1|2|46|1|2|7873|CIUDAD DE MÉXICO|DESAZOLVE Y CONSTRUCCION DEYCO|ADMINISTRATIVO|2008-10-20|2011-06-27
5027|1|4|2|2|1|12029|ESTADO DE MÉXICO|INSTITUTO DE LA FUNCION REGISTRAL DEL ESTADO DE MEXICO|JEFE DE DEPARTAMENTO|2008-01-01|2013-07-15
5028|1|7|48|2|1|5681|CIUDAD DE MÉXICO|SECRETARÍA DE SALUD|SUBDIRECTOR DE INTEGRACIÓN PROGRAMÁTICA|2006-02-01|2008-05-15
5029|1|5|29|2|1|11901|CIUDAD DE MÉXICO|OIC EN LA SECRETARIA DE SALUD|SOPORTE ADMINISTRATIVO "D"|2015-06-16|2015-09-15
5030|1|6|2|2|1|7541|CIUDAD DE MÉXICO|SECRETARÍA DE SALUD|JEFE DE DEPARTAMENTO|2007-01-01|2016-07-27
5031|1|2|16|3|2|11547|CIUDAD DE MÉXICO|SERVIMED|Medico general|1992-03-01|1993-07-30
5032|1|2|43|1|2|7873|CIUDAD DE MÉXICO|FONSECA SUPERVISION Y PROYECTOS|ADMINISTRATIVO|2003-12-23|2014-01-31
5036|1|6|2|2|1|5681|CIUDAD DE MÉXICO|SECRETARÍA DE COMUNICACIONES Y TRANSPORTES|SUBDIRECTOR DE RECURSOS HUMANOS Y FINANCIEROS|2005-09-01|2006-01-31
5038|1|3|2|4|1|11547|CIUDAD DE MÉXICO|SSA Direccion General de Educacion en Salud|Medico General|1996-08-16|2006-01-15
5039|1|7|29|2|1|11901|CIUDAD DE MÉXICO|DELAGACIÓN POLITICA VENUSTIANO CARRANZA|SUBDIRECTOR DE EMPLEO Y PAGOS|2014-03-16|2014-10-30
5040|1|2|44|2|2|7873|CIUDAD DE MÉXICO|DESAZOLVE Y CONSTRUCCION DEYCO|ADMINISTRATIVO|2014-02-01|2015-08-15
5041|1|4|2|2|1|7873|CIUDAD DE MÉXICO|ADMINISTRACIÓN DEL PATRIMONIO DE LA BENEFICENCIA PUBLICA|SOPORTE ADMINISTRATIVO A|2015-08-16|2015-09-30
5045|1|2|1|3|1|11547|CIUDAD DE MÉXICO|Comisión Interinstitucional para la Formación de Recursos Humanos para la Salud (CIFRHS)|Coordinadora del Examen Nacional para Aspirantes a Residencias Medicas (ENARM)|2006-01-16|2006-07-15
5049|1|5|2|2|1|11547|CIUDAD DE MÉXICO|Instituto Nacional de Medicina Genomica|Jefe de Formación Académica de Posgrado|2006-07-16|2009-07-30
5050|1|5|2|2|1|11894|CIUDAD DE MÉXICO|SECRETARIA DE SALUD|SUBDIRECTORA DE AREA|2014-05-16|2016-07-31
5052|1|6|2|6|1|11894|CIUDAD DE MÉXICO|SECRETARIA DE SALUD|SUBDIRECTORA DE AREA|2009-02-16|2014-05-15
5053|1|5|2|2|1|11818|CIUDAD DE MÉXICO|CENTRO NACIONAL DE EXCELENCIA TECNOLÓGICA EN SALUD|SUBDIRECTOR PARA LA GESTIÓN DE GPC|2011-01-16|2016-07-27
5054|1|6|2|1|1|11547|CIUDAD DE MÉXICO|Comision Coordinadora de Institutos Nacionales de Salud y Hospitales de Alta Especialidad|Medico Especialista en Area Normativa|2009-08-01|2015-01-15
5056|1|4|2|2|1|11950|CIUDAD DE MÉXICO|INSTITUTO MEXICANO DE COMUNICACIONES|JEFE DE DEPARTAMENTO|1990-03-16|1994-03-15
5057|1|7|2|2|1|11547|CIUDAD DE MÉXICO|Comision Coordinadora de Institutos Nacionales de Salud y Hospitales de Alta Especialidad|Subdireccion de Gestion de Recursos Cientificos para la Investigacion|2015-01-15|2016-07-27
5059|1|5|2|2|1|11894|CIUDAD DE MÉXICO|SECRETARIA DE SALUD|SUBDIRECTORA DE AREA|2004-04-01|2009-02-15
5060|1|5|2|2|1|11950|CIUDAD DE MÉXICO|TELECOMM-TELÉGRAFOS|COORDINADOR DE PROYECTOS|1994-03-16|1995-08-31
5061|1|5|2|2|1|11894|CIUDAD DE MÉXICO|SECRETARIA DE SALUD|SUBDIRECTORA DE AREA|2001-09-01|2004-03-31
5063|1|4|1|2|1|11894|MORELOS|INSTITUTO NACIONAL DE SALUD PUBLICA|INVESTIGADOR ASOCIADO B|2001-02-01|2001-08-31
5064|1|11|29|2|1|11639|CIUDAD DE MÉXICO|ORGANO INTERNO DE CONTROL EN DICONSA|TITULAR DEL AREA DE RESPONSABILIDADES|2013-06-17|2014-01-31
5065|1|7|29|2|1|11639|CIUDAD DE MÉXICO|ORGANO INTERNO DE CONTROL EN LA SECRETARIA DE SALUD|SUBDIRECTORA DE RESPONSABILIDADES|2014-05-01|2016-07-27
5066|1|4|2|2|1|11950|CIUDAD DE MÉXICO|SECRETARÍA DE MEDIO AMBIENTE, RECURSOS NATURALES Y PESCA|SUBCOORDINADOR DE SERVICIOS|1996-07-16|1999-12-31
5067|1|7|29|2|1|11639|CIUDAD DE MÉXICO|ORGANO INTERNO DE CONTROL EN LA SECRETARIA DE SALUD|SUBDIRECTORA DE QUEJAS, DENUNCIAS Y ATENCION CIUDADANA|2011-08-16|2013-06-15
5068|1|7|21|2|1|11844|TAMAULIPAS|SECRETARIA DE SALUD|SUBDIRECTOR |2003-09-16|2016-07-27
5069|1|4|2|2|1|11950|CIUDAD DE MÉXICO|SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA D.I.F.|SUBCOORDINADOR DE SERVICIOS|1995-07-16|1996-04-30
5070|1|4|12|5|2|7579|CIUDAD DE MÉXICO|ARQRICONSTRUCCIONES S.A. DE C.V.|COORDINADOR TECNICO ADMINISTRATIVO|2010-05-15|2015-12-01
5071|1|7|29|2|1|11639|CIUDAD DE MÉXICO|CONTRALORIA GENERAL DEL INSTITUTO FEDERAL ELECTORAL|JEFE DEL DEPARTAMENTO DE NORMATIVIDAD EN MATERIA DE ADQUISICIONES Y DE OBRA PUBLICA|2008-03-16|2011-08-15
5072|1|3|2|1|1|7331|CIUDAD DE MÉXICO|Órgano Interno de Control en la Secretaría de Salud|Apoyo Administrativo|2006-02-16|2006-06-16
5073|1|3|1|6|1|7579|ESTADO DE MÉXICO|SERVICIOS EDUCATIVOS INTEGRADOS AL ESTADO DE MÉXICO|PROFESOR FRENTE A GRUPO|2013-05-16|2013-06-15
5074|1|6|14|2|1|7827|CIUDAD DE MÉXICO|FERROCARRILES NACIONALES DE MÉXICO|AUDITOR|2016-02-16|2016-06-01
5075|1|3|1|6|1|7579|ESTADO DE MÉXICO|SERVICIOS EDUCATIVOS INTEGRADOS AL ESTADO DE MÉXICO|PROFESOR FRENTE A GRUPO|2014-02-01|2014-02-28
5076|1|7|29|2|1|11639|CIUDAD DE MÉXICO|ORGANO INTERNO DE CONTROL EN EL SERVICIO DE ADMINISTRACION TRIBUTARIA|SUBDIRECTORA DE RESPONSABILIDADES E INCONFORMIDADES|2002-10-01|2008-03-15
5077|1|5|14|2|1|7827|CIUDAD DE MÉXICO|INSTITUTO MEXICANO DE CINEMATOGRAFIA|JEFE DE DEPARTAMENTO DE AUDITORÍA|2015-02-16|2016-02-15
5078|1|7|29|2|1|11639|CIUDAD DE MÉXICO|ORGANO INTERNO DE CONTROL EN EL SERVICIO DE ADMINISTRACION TRIBUTARIA|SUBDIRECTORA DE ATENCION CIUDADANA|2002-05-01|2002-09-30
5079|1|3|11|1|1|13487|CIUDAD DE MÉXICO|DIF NACIONAL|ANALISTA DE SISTEMAS MAROCOMPUTARIZADOS.|1992-11-01|1998-10-01
5080|1|4|14|3|1|7827|CIUDAD DE MÉXICO|INSTITUTO MEXICANO DE CINEMATOGRAFÍA|AUDITOR|2013-10-16|2015-02-15
5081|1|6|29|2|1|11639|CIUDAD DE MÉXICO|CONTRALORIA INTERNA EN LA SECRETARÍA DE HACIENDA Y CREDITO PUBLICO|JEFE DE DEPARTAMENTO DE PROCEDIMIENTOS "6"|1998-08-01|2000-01-15
5082|1|3|11|2|1|13487|CIUDAD DE MÉXICO|SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL D.F. (DIF&#8208;DF)|ASESOR EN INFORMÁTICA|1999-02-01|2008-01-01
5084|1|5|11|3|1|13487|CIUDAD DE MÉXICO|CENTRO NACIONAL PARA LA SALUD DE LA INFANCIA Y LA ADOLESCENCIA (CeNSIA)|Asesor|2008-06-01|2013-12-31
5085|1|3|29|2|1|11639|CIUDAD DE MÉXICO|UNIDAD DE CONTRALORIA INTERNA EN LA SECRETARIA DE SALUD|DELEGADO (TECNICO SUPERIOR)|1990-07-16|1998-07-31
5086|1|3|11|2|1|13487|CIUDAD DE MÉXICO|SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL D.F. (DIF&#8208;DF)|Líder del Proyecto “Páginas accesibles del Gobierno del Distrito Federal”|2013-11-01|2014-05-30
5088|1|5|11|2|1|13487|MORELOS|Servicios de Salud del Estado de Morelos|Asesor del Departamento de Investigación|2013-11-01|2014-10-15
5090|1|4|2|1|1|7386|CIUDAD DE MÉXICO|SECRETARIA DE SALUD|APOYO ADMINISTRATIVO A-7|1990-02-16|2009-12-31
5091|1|2|2|5|1|7468|CIUDAD DE MÉXICO|INSTITUTO DE SEGURIDAD SOCIAL PARA LOS TRABAJADORES AL SERVICIO DEL ESTADO|AUXILIAR ADMINISTRATIVO|2008-11-01|2011-08-16
5093|1|5|2|2|1|7468|CIUDAD DE MÉXICO|SECRETARÍA DE SALUD|JEFE DE DEPARTAMENTO|2011-08-16|2016-07-27
5094|1|5|46|2|1|12041|ESTADO DE MÉXICO|GOBIERNO DEL ESTADO DE MEXICO|LIDER "A" DE PROYECTO|2003-03-16|2012-11-30
5095|1|4|39|6|2|11871|ESTADO DE MÉXICO|PROQUIFIN DIVISIÓN OPOTERÁPICOS|ANALISTA QUÍMICO|1982-04-01|1983-05-31
5096|1|6|14|2|1|12041|ESTADO DE MÉXICO|GOBIERNO DEL ESTADO DE MEXICO|JEFE DEL DEPARTAMNETO DE CONTABILIDAD|2012-12-01|2013-03-15
5097|1|2|14|2|1|12041|ESTADO DE MÉXICO|GOBIERNO DEL ESTADO DE MEXICO|ANALISTA PROGRAMADOR|1997-05-01|1997-10-14
5098|1|2|14|2|1|12041|ESTADO DE MÉXICO|GOBIERNO DEL ESTADO DE MEXICO|ANALISTA EN METODOS Y PROCESOS|1997-12-01|2003-03-15
5099|1|4|24|6|2|11871|ESTADO DE MÉXICO|FARMACÉUTICOS LAKESIDE|QUÍMICO ANALISTA|1983-06-01|1984-06-30
5100|1|4|30|6|2|11871|ESTADO DE MÉXICO|CERVECERÍA CUAUHTÉMOC|QUÍMICO ANALISTA|1984-07-01|1985-05-30
5101|1|4|24|6|2|11871|ESTADO DE MÉXICO|FARMACÉUTICOS LAKESIDE|QUÍMICO ANALISTA|1985-06-01|1986-08-30
5102|1|7|16|2|1|5584|CIUDAD DE MÉXICO|CONSEJO NACIONAL PARA LA PREVENCIÓN DE ACCIDENTES |DIRECTOR PARA LA PREVENCIÓN DE ACCIDENTES |2001-03-01|2016-07-27
5103|1|3|1|3|2|11822|CIUDAD DE MÉXICO|ANAHUAC|Asesor Academico Administrativo de la UVA|2005-10-01|2006-05-31
5104|1|3|5|2|2|11871|ESTADO DE MÉXICO|CENTRO GAUCHO DE TOLUCA S.A. DE C.V.|GERENTE|1990-01-01|1999-02-28
5105|1|3|1|3|2|11822|CIUDAD DE MÉXICO|Gymbore|Titular de Kinder III|2006-06-01|2007-05-31
5106|1|4|1|2|2|11871|ESTADO DE MÉXICO|UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO|JEFE DE DEPARTAMENTO|2001-06-01|2005-01-31
5108|1|4|16|3|1|11822|CIUDAD DE MÉXICO|Instituto Nacional de Cardiologia|Titular del Area de Psicologia en Consulta Externa|2007-06-01|2008-03-31
5109|1|5|1|5|1|11871|ESTADO DE MÉXICO|GOBIERNO DEL ESTADO DE MÉXICO|PROFESOR HORAS CLASE|2007-09-01|2009-06-30
5110|1|4|1|3|2|11822|CIUDAD DE MÉXICO|CENEVAL|Asesor Técnico en el Comite Acuerdo 286|2008-05-01|2008-09-15
5111|1|5|1|1|1|11871|ESTADO DE MÉXICO|GOBIERNO DEL ESTADO DE MÉXICO|PROFESOR HORAS CLASE|2009-07-01|2015-01-31
5112|1|6|52|3|2|11822|CIUDAD DE MÉXICO|Secretaria de Salud|Coordinadora Nacional del Programa Sigamos aprendiendo en el hospital|2008-09-16|2014-08-31
5113|1|4|2|6|1|7830|CIUDAD DE MÉXICO|SECRETARIA DE SALUD|ENLACE DE RESPONSABILIDAD|2010-06-15|2014-06-15
5115|1|8|2|2|1|13486|CIUDAD DE MÉXICO|SECRETARIA DE SALUD|DIRECTORA DE AREA|1997-01-01|2001-02-15
5116|1|5|2|1|1|13486|CIUDAD DE MÉXICO|INSTITUTO NACIONAL DE SALUD PUBLICA|COORDINADOR DE ENLACE|2002-02-15|2002-08-31
5117|1|7|2|2|1|13486|CIUDAD DE MÉXICO|SECRETARIA DE SALUD|SUBDIRECTOR DE AREA|2002-09-01|2011-06-30
